property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg,billing_period
Vista Heights,B13,Aug-24,580.0,11.5,6670.0,691.1,-111.1,2024-08
Vista Heights,B13,Aug-25,698.0,11.5,8027.0,691.1,6.9,2025-08
Vista Heights,B13,Dec-24,448.3,11.5,5155.45,691.1,-242.8,2024-12
Vista Heights,B13,Dec-25,275.1,11.5,3163.65,691.1,-416.0,2025-12
Vista Heights,B13,Feb-24,545.8,11.0,6003.8,691.1,-145.3,2024-02
Vista Heights,B13,Feb-25,729.2,11.5,8385.8,691.1,38.1,2025-02
Vista Heights,B13,Feb-26,485.3,11.5,5580.95,691.1,-205.8,2026-02
Vista Heights,B13,Jan-24,665.1,11.0,7316.1,691.1,-26.0,2024-01
Vista Heights,B13,Jan-25,514.8,11.5,5920.2,691.1,-176.3,2025-01
Vista Heights,B13,Jan-26,363.1,11.5,4175.65,691.1,-328.0,2026-01
Vista Heights,B13,Jul-23,564.9,11.0,6213.9,691.1,-126.2,2023-07
Vista Heights,B13,Jul-24,784.0,11.5,9016.0,691.1,92.9,2024-07
Vista Heights,B13,Jul-25,851.3,11.5,9789.95,691.1,160.2,2025-07
Vista Heights,B13,Jun-23,740.3,11.0,8143.3,691.1,49.2,2023-06
Vista Heights,B13,Jun-24,754.0,11.0,8294.0,691.1,62.9,2024-06
Vista Heights,B13,Jun-25,883.1,11.5,10155.65,691.1,192.0,2025-06
Vista Heights,B13,Jun-26,1006.5,11.5,11574.75,691.1,315.4,2026-06
Vista Heights,B13,Mar-24,871.6,11.0,9587.6,691.1,180.5,2024-03
Vista Heights,B13,Mar-25,856.2,11.5,9846.3,691.1,165.1,2025-03
Vista Heights,B13,Mar-26,584.5,11.5,6721.75,691.1,-106.6,2026-03
Vista Heights,B13,May-23,612.0,11.0,6732.0,691.1,-79.1,2023-05
Vista Heights,B13,May-24,1187.0,11.0,13057.0,691.1,495.9,2024-05
Vista Heights,B13,May-25,772.4,11.5,8882.6,691.1,81.3,2025-05
Vista Heights,B13,May-26,877.8,11.5,10094.7,691.1,186.7,2026-05
Vista Heights,B13,Nov-23,512.5,11.0,5637.5,691.1,-178.6,2023-11
Vista Heights,B13,Nov-24,540.7,11.5,6218.05,691.1,-150.4,2024-11
Vista Heights,B13,Nov-25,698.8,11.5,8036.2,691.1,7.7,2025-11
Vista Heights,B13,Oct-23,855.8,11.0,9413.8,691.1,164.7,2023-10
Vista Heights,B13,Oct-24,765.5,11.5,8803.25,691.1,74.4,2024-10
Vista Heights,B13,Oct-25,540.9,11.5,6220.35,691.1,-150.2,2025-10
Vista Heights,B13,Sep-23,590.2,11.0,6492.2,691.1,-100.9,2023-09
Vista Heights,B13,Sep-24,639.9,11.5,7358.85,691.1,-51.2,2024-09
Vista Heights,B13,Sep-25,790.1,11.5,9086.15,691.1,99.0,2025-09
Vista Heights,B14,Apr-23,405.0,11.5,4657.5,400.6,4.4,2023-04
Vista Heights,B14,Apr-24,389.0,11.0,4279.0,400.6,-11.6,2024-04
Vista Heights,B14,Apr-25,395.0,11.5,4542.5,400.6,-5.6,2025-04
Vista Heights,B14,Apr-26,470.7,11.5,5413.05,400.6,70.1,2026-04
Vista Heights,B14,Aug-23,464.7,11.0,5111.7,400.6,64.1,2023-08
Vista Heights,B14,Aug-24,552.0,11.5,6348.0,400.6,151.4,2024-08
Vista Heights,B14,Aug-25,505.7,11.5,5815.55,400.6,105.1,2025-08
Vista Heights,B14,Dec-24,200.3,11.5,2303.45,400.6,-200.3,2024-12
Vista Heights,B14,Dec-25,201.7,11.5,2319.55,400.6,-198.9,2025-12
Vista Heights,B14,Feb-24,212.7,11.0,2339.7,400.6,-187.9,2024-02
Vista Heights,B14,Feb-25,0.0,11.5,0.0,400.6,-400.6,2025-02
Vista Heights,B14,Feb-26,212.1,11.5,2439.15,400.6,-188.5,2026-02
Vista Heights,B14,Jan-24,178.1,11.0,1959.1,400.6,-222.5,2024-01
Vista Heights,B14,Jan-25,428.7,11.5,4930.05,400.6,28.1,2025-01
Vista Heights,B14,Jan-26,170.2,11.5,1957.3,400.6,-230.4,2026-01
Vista Heights,B14,Jul-23,316.9,11.0,3485.9,400.6,-83.7,2023-07
Vista Heights,B14,Jul-24,507.0,11.5,5830.5,400.6,106.4,2024-07
Vista Heights,B14,Jul-25,667.1,11.5,7671.65,400.6,266.5,2025-07
Vista Heights,B14,Jun-23,591.5,11.0,6506.5,400.6,190.9,2023-06
Vista Heights,B14,Jun-24,437.0,11.0,4807.0,400.6,36.4,2024-06
Vista Heights,B14,Jun-25,620.6,11.5,7136.9,400.6,220.0,2025-06
Vista Heights,B14,Jun-26,613.9,11.5,7059.85,400.6,213.3,2026-06
Vista Heights,B14,Mar-24,384.5,11.0,4229.5,400.6,-16.1,2024-03
Vista Heights,B14,Mar-25,239.8,11.5,2757.7,400.6,-160.8,2025-03
Vista Heights,B14,Mar-26,362.0,11.5,4163.0,400.6,-38.6,2026-03
Vista Heights,B14,May-23,680.0,11.0,7480.0,400.6,279.4,2023-05
Vista Heights,B14,May-24,411.0,11.0,4521.0,400.6,10.4,2024-05
Vista Heights,B14,May-25,502.3,11.5,5776.45,400.6,101.7,2025-05
Vista Heights,B14,May-26,519.1,11.5,5969.65,400.6,118.5,2026-05
Vista Heights,B14,Nov-23,203.8,11.0,2241.8,400.6,-196.8,2023-11
Vista Heights,B14,Nov-24,352.2,11.5,4050.3,400.6,-48.4,2024-11
Vista Heights,B14,Nov-25,265.2,11.5,3049.8,400.6,-135.4,2025-11
Vista Heights,B14,Oct-23,425.2,11.0,4677.2,400.6,24.6,2023-10
Vista Heights,B14,Oct-24,458.5,11.5,5272.75,400.6,57.9,2024-10
Vista Heights,B14,Oct-25,386.0,11.5,4439.0,400.6,-14.6,2025-10
Vista Heights,B14,Sep-23,409.8,11.0,4507.8,400.6,9.2,2023-09
Vista Heights,B14,Sep-24,509.3,11.5,5856.95,400.6,108.7,2024-09
Vista Heights,B14,Sep-25,574.2,11.5,6603.3,400.6,173.6,2025-09
Vista Heights,B22,Apr-23,0.0,11.5,0.0,407.7,-407.7,2023-04
Vista Heights,B22,Apr-24,460.0,11.0,5060.0,407.7,52.3,2024-04
Vista Heights,B22,Apr-25,434.0,11.5,4991.0,407.7,26.3,2025-04
Vista Heights,B22,Apr-26,362.6,11.5,4169.9,407.7,-45.1,2026-04
Vista Heights,B22,Aug-23,551.1,11.0,6062.1,407.7,143.4,2023-08
Vista Heights,B22,Aug-24,449.0,11.5,5163.5,407.7,41.3,2024-08
Vista Heights,B22,Aug-25,486.6,11.5,5595.9,407.7,78.9,2025-08
Vista Heights,B22,Dec-24,431.9,11.5,4966.85,407.7,24.2,2024-12
Vista Heights,B22,Dec-25,327.6,11.5,3767.4,407.7,-80.1,2025-12
Vista Heights,B22,Feb-24,518.3,11.0,5701.3,407.7,110.6,2024-02
Vista Heights,B22,Feb-25,348.3,11.5,4005.45,407.7,-59.4,2025-02
Vista Heights,B22,Feb-26,300.4,11.5,3454.6,407.7,-107.3,2026-02
Vista Heights,B22,Jan-24,345.4,11.0,3799.4,407.7,-62.3,2024-01
Vista Heights,B22,Jan-25,302.1,11.5,3474.15,407.7,-105.6,2025-01
Vista Heights,B22,Jan-26,313.9,11.5,3609.85,407.7,-93.8,2026-01
Vista Heights,B22,Jul-23,41.3,11.0,454.3,407.7,-366.4,2023-07
Vista Heights,B22,Jul-24,430.0,11.5,4945.0,407.7,22.3,2024-07
Vista Heights,B22,Jul-25,564.1,11.5,6487.15,407.7,156.4,2025-07
Vista Heights,B22,Jun-23,500.0,11.0,5500.0,407.7,92.3,2023-06
Vista Heights,B22,Jun-24,477.0,11.0,5247.0,407.7,69.3,2024-06
Vista Heights,B22,Jun-25,623.0,11.5,7164.5,407.7,215.3,2025-06
Vista Heights,B22,Jun-26,459.0,11.5,5278.5,407.7,51.3,2026-06
Vista Heights,B22,Mar-24,455.5,11.0,5010.5,407.7,47.8,2024-03
Vista Heights,B22,Mar-25,523.1,11.5,6015.65,407.7,115.4,2025-03
Vista Heights,B22,Mar-26,377.2,11.5,4337.8,407.7,-30.5,2026-03
Vista Heights,B22,May-23,0.0,11.0,0.0,407.7,-407.7,2023-05
Vista Heights,B22,May-24,561.0,11.0,6171.0,407.7,153.3,2024-05
Vista Heights,B22,May-25,522.6,11.5,6009.9,407.7,114.9,2025-05
Vista Heights,B22,May-26,428.0,11.5,4922.0,407.7,20.3,2026-05
Vista Heights,B22,Nov-23,487.1,11.0,5358.1,407.7,79.4,2023-11
Vista Heights,B22,Nov-24,297.4,11.5,3420.1,407.7,-110.3,2024-11
Vista Heights,B22,Nov-25,431.9,11.5,4966.85,407.7,24.2,2025-11
Vista Heights,B22,Oct-23,507.2,11.0,5579.2,407.7,99.5,2023-10
Vista Heights,B22,Oct-24,393.2,11.5,4521.8,407.7,-14.5,2024-10
Vista Heights,B22,Oct-25,390.6,11.5,4491.9,407.7,-17.1,2025-10
Vista Heights,B22,Sep-23,499.5,11.0,5494.5,407.7,91.8,2023-09
Vista Heights,B22,Sep-24,423.7,11.5,4872.55,407.7,16.0,2024-09
Vista Heights,B22,Sep-25,469.9,11.5,5403.85,407.7,62.2,2025-09
Vista Heights,B24,Apr-23,412.0,11.5,4738.0,700.8,-288.8,2023-04
Vista Heights,B24,Apr-24,687.1,11.0,7558.1,700.8,-13.7,2024-04
Vista Heights,B24,Apr-25,769.2,11.5,8845.8,700.8,68.4,2025-04
Vista Heights,B24,Apr-26,617.3,11.5,7098.95,700.8,-83.5,2026-04
Vista Heights,B24,Aug-23,777.3,11.0,8550.3,700.8,76.5,2023-08
Vista Heights,B24,Aug-24,881.0,11.5,10131.5,700.8,180.2,2024-08
Vista Heights,B24,Aug-25,878.5,11.5,10102.75,700.8,177.7,2025-08
Vista Heights,B24,Dec-24,57.9,11.5,665.85,700.8,-642.9,2024-12
Vista Heights,B24,Dec-25,396.2,11.5,4556.3,700.8,-304.6,2025-12
Vista Heights,B24,Feb-24,434.2,11.0,4776.2,700.8,-266.6,2024-02
Vista Heights,B24,Feb-25,312.1,11.5,3589.15,700.8,-388.7,2025-02
Vista Heights,B24,Feb-26,434.9,11.5,5001.35,700.8,-265.9,2026-02
Vista Heights,B24,Jan-24,428.3,11.0,4711.3,700.8,-272.5,2024-01
Vista Heights,B24,Jan-25,271.1,11.5,3117.65,700.8,-429.7,2025-01
Vista Heights,B24,Jan-26,302.3,11.5,3476.45,700.8,-398.5,2026-01
Vista Heights,B24,Jul-23,632.1,11.0,6953.1,700.8,-68.7,2023-07
Vista Heights,B24,Jul-24,910.0,11.5,10465.0,700.8,209.2,2024-07
Vista Heights,B24,Jul-25,1219.9,11.5,14028.85,700.8,519.1,2025-07
Vista Heights,B24,Jun-23,808.4,11.0,8892.4,700.8,107.6,2023-06
Vista Heights,B24,Jun-24,929.0,11.0,10219.0,700.8,228.2,2024-06
Vista Heights,B24,Jun-25,1219.7,11.5,14026.55,700.8,518.9,2025-06
Vista Heights,B24,Jun-26,1113.7,11.5,12807.55,700.8,412.9,2026-06
Vista Heights,B24,Mar-24,540.3,11.0,5943.3,700.8,-160.5,2024-03
Vista Heights,B24,Mar-25,658.2,11.5,7569.3,700.8,-42.6,2025-03
Vista Heights,B24,Mar-26,696.9,11.5,8014.35,700.8,-3.9,2026-03
Vista Heights,B24,May-23,629.0,11.0,6919.0,700.8,-71.8,2023-05
Vista Heights,B24,May-24,881.0,11.0,9691.0,700.8,180.2,2024-05
Vista Heights,B24,May-25,1129.7,11.5,12991.55,700.8,428.9,2025-05
Vista Heights,B24,May-26,1090.8,11.5,12544.2,700.8,390.0,2026-05
Vista Heights,B24,Nov-23,478.2,11.0,5260.2,700.8,-222.6,2023-11
Vista Heights,B24,Nov-24,905.9,11.5,10417.85,700.8,205.1,2024-11
Vista Heights,B24,Nov-25,617.4,11.5,7100.1,700.8,-83.4,2025-11
Vista Heights,B24,Oct-23,751.1,11.0,8262.1,700.8,50.3,2023-10
Vista Heights,B24,Oct-24,601.2,11.5,6913.8,700.8,-99.6,2024-10
Vista Heights,B24,Oct-25,902.1,11.5,10374.15,700.8,201.3,2025-10
Vista Heights,B24,Sep-23,664.3,11.0,7307.3,700.8,-36.5,2023-09
Vista Heights,B24,Sep-24,624.4,11.5,7180.6,700.8,-76.4,2024-09
Vista Heights,B24,Sep-25,966.7,11.5,11117.05,700.8,265.9,2025-09
Vista Heights,B31,Apr-23,0.0,11.5,0.0,250.5,-250.5,2023-04
Vista Heights,B31,Apr-25,553.0,11.5,6359.5,250.5,302.5,2025-04
Vista Heights,B31,Apr-26,261.1,11.5,3002.65,250.5,10.6,2026-04
Vista Heights,B31,Aug-24,0.0,11.5,0.0,250.5,-250.5,2024-08
Vista Heights,B31,Aug-25,336.8,11.5,3873.2,250.5,86.3,2025-08
Vista Heights,B31,Dec-24,256.7,11.5,2952.05,250.5,6.2,2024-12
Vista Heights,B31,Dec-25,137.7,11.5,1583.55,250.5,-112.8,2025-12
Vista Heights,B31,Feb-25,275.7,11.5,3170.55,250.5,25.2,2025-02
Vista Heights,B31,Feb-26,184.1,11.5,2117.15,250.5,-66.4,2026-02
Vista Heights,B31,Jan-25,206.2,11.5,2371.3,250.5,-44.3,2025-01
Vista Heights,B31,Jan-26,152.5,11.5,1753.75,250.5,-98.0,2026-01
Vista Heights,B31,Jul-25,409.9,11.5,4713.85,250.5,159.4,2025-07
Vista Heights,B31,Jun-25,555.5,11.5,6388.25,250.5,305.0,2025-06
Vista Heights,B31,Jun-26,197.6,11.5,2272.4,250.5,-52.9,2026-06
Vista Heights,B31,Mar-25,423.0,11.5,4864.5,250.5,172.5,2025-03
Vista Heights,B31,Mar-26,209.0,11.5,2403.5,250.5,-41.5,2026-03
Vista Heights,B31,May-25,476.6,11.5,5480.9,250.5,226.1,2025-05
Vista Heights,B31,May-26,170.8,11.5,1964.2,250.5,-79.7,2026-05
Vista Heights,B31,Nov-24,270.7,11.5,3113.05,250.5,20.2,2024-11
Vista Heights,B31,Nov-25,204.3,11.5,2349.45,250.5,-46.2,2025-11
Vista Heights,B31,Oct-24,96.0,11.5,1104.0,250.5,-154.5,2024-10
Vista Heights,B31,Oct-25,205.2,11.5,2359.8,250.5,-45.3,2025-10
Vista Heights,B31,Sep-24,0.0,11.5,0.0,250.5,-250.5,2024-09
Vista Heights,B31,Sep-25,429.6,11.5,4940.4,250.5,179.1,2025-09
Vista Heights,B32,Apr-23,632.0,11.5,7268.0,776.2,-144.2,2023-04
Vista Heights,B32,Apr-24,744.6,11.0,8190.6,776.2,-31.6,2024-04
Vista Heights,B32,Apr-25,635.1,11.5,7303.65,776.2,-141.1,2025-04
Vista Heights,B32,Apr-26,937.7,11.5,10783.55,776.2,161.5,2026-04
Vista Heights,B32,Aug-23,677.8,11.0,7455.8,776.2,-98.4,2023-08
Vista Heights,B32,Aug-24,792.0,11.5,9108.0,776.2,15.8,2024-08
Vista Heights,B32,Aug-25,820.8,11.5,9439.2,776.2,44.6,2025-08
Vista Heights,B32,Dec-24,716.3,11.5,8237.45,776.2,-59.9,2024-12
Vista Heights,B32,Dec-25,589.0,11.5,6773.5,776.2,-187.2,2025-12
Vista Heights,B32,Feb-24,887.1,11.0,9758.1,776.2,110.9,2024-02
Vista Heights,B32,Feb-25,579.0,11.5,6658.5,776.2,-197.2,2025-02
Vista Heights,B32,Feb-26,685.3,11.5,7880.95,776.2,-90.9,2026-02
Vista Heights,B32,Jan-24,829.0,11.0,9119.0,776.2,52.8,2024-01
Vista Heights,B32,Jan-25,672.1,11.5,7729.15,776.2,-104.1,2025-01
Vista Heights,B32,Jan-26,660.7,11.5,7598.05,776.2,-115.5,2026-01
Vista Heights,B32,Jul-23,734.0,11.0,8074.0,776.2,-42.2,2023-07
Vista Heights,B32,Jul-24,871.0,11.5,10016.5,776.2,94.8,2024-07
Vista Heights,B32,Jul-25,842.4,11.5,9687.6,776.2,66.2,2025-07
Vista Heights,B32,Jun-23,895.2,11.0,9847.2,776.2,119.0,2023-06
Vista Heights,B32,Jun-24,831.0,11.0,9141.0,776.2,54.8,2024-06
Vista Heights,B32,Jun-25,838.3,11.5,9640.45,776.2,62.1,2025-06
Vista Heights,B32,Jun-26,986.4,11.5,11343.6,776.2,210.2,2026-06
Vista Heights,B32,Mar-24,961.0,11.0,10571.0,776.2,184.8,2024-03
Vista Heights,B32,Mar-25,681.8,11.5,7840.7,776.2,-94.4,2025-03
Vista Heights,B32,Mar-26,760.4,11.5,8744.6,776.2,-15.8,2026-03
Vista Heights,B32,May-23,683.0,11.0,7513.0,776.2,-93.2,2023-05
Vista Heights,B32,May-24,977.0,11.0,10747.0,776.2,200.8,2024-05
Vista Heights,B32,May-25,735.4,11.5,8457.1,776.2,-40.8,2025-05
Vista Heights,B32,May-26,1015.5,11.5,11678.25,776.2,239.3,2026-05
Vista Heights,B32,Nov-23,772.5,11.0,8497.5,776.2,-3.7,2023-11
Vista Heights,B32,Nov-24,759.8,11.5,8737.7,776.2,-16.4,2024-11
Vista Heights,B32,Nov-25,641.2,11.5,7373.8,776.2,-135.0,2025-11
Vista Heights,B32,Oct-23,979.6,11.0,10775.6,776.2,203.4,2023-10
Vista Heights,B32,Oct-24,767.9,11.5,8830.85,776.2,-8.3,2024-10
Vista Heights,B32,Oct-25,532.2,11.5,6120.3,776.2,-244.0,2025-10
Vista Heights,B32,Sep-23,918.5,11.0,10103.5,776.2,142.3,2023-09
Vista Heights,B32,Sep-24,649.6,11.5,7470.4,776.2,-126.6,2024-09
Vista Heights,B32,Sep-25,804.1,11.5,9247.15,776.2,27.9,2025-09
Vista Heights,B33,Apr-23,420.0,11.5,4830.0,785.5,-365.5,2023-04
Vista Heights,B33,Apr-24,1084.6,11.0,11930.6,785.5,299.1,2024-04
Vista Heights,B33,Apr-25,939.5,11.5,10804.25,785.5,154.0,2025-04
Vista Heights,B33,Apr-26,612.3,11.5,7041.45,785.5,-173.2,2026-04
Vista Heights,B33,Aug-23,1001.4,11.0,11015.4,785.5,215.9,2023-08
Vista Heights,B33,Aug-24,714.0,11.5,8211.0,785.5,-71.5,2024-08
Vista Heights,B33,Aug-25,664.3,11.5,7639.45,785.5,-121.2,2025-08
Vista Heights,B33,Dec-24,598.4,11.5,6881.6,785.5,-187.1,2024-12
Vista Heights,B33,Dec-25,382.2,11.5,4395.3,785.5,-403.3,2025-12
Vista Heights,B33,Feb-24,514.8,11.0,5662.8,785.5,-270.7,2024-02
Vista Heights,B33,Feb-25,785.6,11.5,9034.4,785.5,0.1,2025-02
Vista Heights,B33,Feb-26,463.8,11.5,5333.7,785.5,-321.7,2026-02
Vista Heights,B33,Jan-24,563.0,11.0,6193.0,785.5,-222.5,2024-01
Vista Heights,B33,Jan-25,592.9,11.5,6818.35,785.5,-192.6,2025-01
Vista Heights,B33,Jan-26,402.8,11.5,4632.2,785.5,-382.7,2026-01
Vista Heights,B33,Jul-23,967.2,11.0,10639.2,785.5,181.7,2023-07
Vista Heights,B33,Jul-24,970.0,11.5,11155.0,785.5,184.5,2024-07
Vista Heights,B33,Jul-25,797.8,11.5,9174.7,785.5,12.3,2025-07
Vista Heights,B33,Jun-23,844.4,11.0,9288.4,785.5,58.9,2023-06
Vista Heights,B33,Jun-24,1233.0,11.0,13563.0,785.5,447.5,2024-06
Vista Heights,B33,Jun-25,942.2,11.5,10835.3,785.5,156.7,2025-06
Vista Heights,B33,Jun-26,923.7,11.5,10622.55,785.5,138.2,2026-06
Vista Heights,B33,Mar-24,888.4,11.0,9772.4,785.5,102.9,2024-03
Vista Heights,B33,Mar-25,993.7,11.5,11427.55,785.5,208.2,2025-03
Vista Heights,B33,Mar-26,570.1,11.5,6556.15,785.5,-215.4,2026-03
Vista Heights,B33,May-23,553.0,11.0,6083.0,785.5,-232.5,2023-05
Vista Heights,B33,May-24,1202.0,11.0,13222.0,785.5,416.5,2024-05
Vista Heights,B33,May-25,1038.8,11.5,11946.2,785.5,253.3,2025-05
Vista Heights,B33,May-26,837.6,11.5,9632.4,785.5,52.1,2026-05
Vista Heights,B33,Nov-23,849.2,11.0,9341.2,785.5,63.7,2023-11
Vista Heights,B33,Nov-24,736.7,11.5,8472.05,785.5,-48.8,2024-11
Vista Heights,B33,Nov-25,448.5,11.5,5157.75,785.5,-337.0,2025-11
Vista Heights,B33,Oct-23,1126.0,11.0,12386.0,785.5,340.5,2023-10
Vista Heights,B33,Oct-24,910.7,11.5,10473.05,785.5,125.2,2024-10
Vista Heights,B33,Oct-25,585.0,11.5,6727.5,785.5,-200.5,2025-10
Vista Heights,B33,Sep-23,979.0,11.0,10769.0,785.5,193.5,2023-09
Vista Heights,B33,Sep-24,923.4,11.5,10619.1,785.5,137.9,2024-09
Vista Heights,B33,Sep-25,788.3,11.5,9065.45,785.5,2.8,2025-09
Vista Heights,B34,Apr-23,501.0,11.5,5761.5,641.3,-140.3,2023-04
Vista Heights,B34,Apr-24,577.0,11.0,6347.0,641.3,-64.3,2024-04
Vista Heights,B34,Apr-25,948.9,11.5,10912.35,641.3,307.6,2025-04
Vista Heights,B34,Apr-26,933.0,11.5,10729.5,641.3,291.7,2026-04
Vista Heights,B34,Aug-23,671.4,11.0,7385.4,641.3,30.1,2023-08
Vista Heights,B34,Aug-24,800.0,11.5,9200.0,641.3,158.7,2024-08
Vista Heights,B34,Aug-25,605.2,11.5,6959.8,641.3,-36.1,2025-08
Vista Heights,B34,Dec-24,462.3,11.5,5316.45,641.3,-179.0,2024-12
Vista Heights,B34,Dec-25,183.6,11.5,2111.4,641.3,-457.7,2025-12
Vista Heights,B34,Feb-24,461.2,11.0,5073.2,641.3,-180.1,2024-02
Vista Heights,B34,Feb-25,458.4,11.5,5271.6,641.3,-182.9,2025-02
Vista Heights,B34,Feb-26,565.3,11.5,6500.95,641.3,-76.0,2026-02
Vista Heights,B34,Jan-24,358.4,11.0,3942.4,641.3,-282.9,2024-01
Vista Heights,B34,Jan-25,458.1,11.5,5268.15,641.3,-183.2,2025-01
Vista Heights,B34,Jan-26,335.8,11.5,3861.7,641.3,-305.5,2026-01
Vista Heights,B34,Jul-23,563.4,11.0,6197.4,641.3,-77.9,2023-07
Vista Heights,B34,Jul-24,567.0,11.5,6520.5,641.3,-74.3,2024-07
Vista Heights,B34,Jul-25,708.1,11.5,8143.15,641.3,66.8,2025-07
Vista Heights,B34,Jun-23,649.2,11.0,7141.2,641.3,7.9,2023-06
Vista Heights,B34,Jun-24,781.0,11.0,8591.0,641.3,139.7,2024-06
Vista Heights,B34,Jun-25,870.7,11.5,10013.05,641.3,229.4,2025-06
Vista Heights,B34,Jun-26,851.1,11.5,9787.65,641.3,209.8,2026-06
Vista Heights,B34,Mar-24,539.9,11.0,5938.9,641.3,-101.4,2024-03
Vista Heights,B34,Mar-25,821.4,11.5,9446.1,641.3,180.1,2025-03
Vista Heights,B34,Mar-26,858.5,11.5,9872.75,641.3,217.2,2026-03
Vista Heights,B34,May-23,621.0,11.0,6831.0,641.3,-20.3,2023-05
Vista Heights,B34,May-24,817.0,11.0,8987.0,641.3,175.7,2024-05
Vista Heights,B34,May-25,932.5,11.5,10723.75,641.3,291.2,2025-05
Vista Heights,B34,May-26,935.9,11.5,10762.85,641.3,294.6,2026-05
Vista Heights,B34,Nov-23,461.7,11.0,5078.7,641.3,-179.6,2023-11
Vista Heights,B34,Nov-24,577.3,11.5,6638.95,641.3,-64.0,2024-11
Vista Heights,B34,Nov-25,474.7,11.5,5459.05,641.3,-166.6,2025-11
Vista Heights,B34,Oct-23,646.5,11.0,7111.5,641.3,5.2,2023-10
Vista Heights,B34,Oct-24,739.0,11.5,8498.5,641.3,97.7,2024-10
Vista Heights,B34,Oct-25,622.4,11.5,7157.6,641.3,-18.9,2025-10
Vista Heights,B34,Sep-23,598.3,11.0,6581.3,641.3,-43.0,2023-09
Vista Heights,B34,Sep-24,744.4,11.5,8560.6,641.3,103.1,2024-09
Vista Heights,B34,Sep-25,667.8,11.5,7679.7,641.3,26.5,2025-09
Vista Heights,B41,Apr-23,880.0,11.5,10120.0,936.5,-56.5,2023-04
Vista Heights,B41,Apr-24,1556.2,11.0,17118.2,936.5,619.7,2024-04
Vista Heights,B41,Apr-25,1029.3,11.5,11836.95,936.5,92.8,2025-04
Vista Heights,B41,Apr-26,963.7,11.5,11082.55,936.5,27.2,2026-04
Vista Heights,B41,Aug-23,862.1,11.0,9483.1,936.5,-74.4,2023-08
Vista Heights,B41,Aug-24,1194.0,11.5,13731.0,936.5,257.5,2024-08
Vista Heights,B41,Aug-25,880.9,11.5,10130.35,936.5,-55.6,2025-08
Vista Heights,B41,Dec-24,622.7,11.5,7161.05,936.5,-313.8,2024-12
Vista Heights,B41,Dec-25,361.3,11.5,4154.95,936.5,-575.2,2025-12
Vista Heights,B41,Feb-24,869.5,11.0,9564.5,936.5,-67.0,2024-02
Vista Heights,B41,Feb-25,650.7,11.5,7483.05,936.5,-285.8,2025-02
Vista Heights,B41,Feb-26,387.1,11.5,4451.65,936.5,-549.4,2026-02
Vista Heights,B41,Jan-24,591.9,11.0,6510.9,936.5,-344.6,2024-01
Vista Heights,B41,Jan-25,761.6,11.5,8758.4,936.5,-174.9,2025-01
Vista Heights,B41,Jan-26,371.7,11.5,4274.55,936.5,-564.8,2026-01
Vista Heights,B41,Jul-23,1076.6,11.0,11842.6,936.5,140.1,2023-07
Vista Heights,B41,Jul-24,1350.0,11.5,15525.0,936.5,413.5,2024-07
Vista Heights,B41,Jul-25,961.6,11.5,11058.4,936.5,25.1,2025-07
Vista Heights,B41,Jun-23,1232.9,11.0,13561.9,936.5,296.4,2023-06
Vista Heights,B41,Jun-24,1554.0,11.0,17094.0,936.5,617.5,2024-06
Vista Heights,B41,Jun-25,599.5,11.5,6894.25,936.5,-337.0,2025-06
Vista Heights,B41,Jun-26,1249.6,11.5,14370.4,936.5,313.1,2026-06
Vista Heights,B41,Mar-24,1097.6,11.0,12073.6,936.5,161.1,2024-03
Vista Heights,B41,Mar-25,1043.2,11.5,11996.8,936.5,106.7,2025-03
Vista Heights,B41,Mar-26,663.0,11.5,7624.5,936.5,-273.5,2026-03
Vista Heights,B41,May-23,1067.0,11.0,11737.0,936.5,130.5,2023-05
Vista Heights,B41,May-24,1617.0,11.0,17787.0,936.5,680.5,2024-05
Vista Heights,B41,May-25,639.5,11.5,7354.25,936.5,-297.0,2025-05
Vista Heights,B41,May-26,1314.9,11.5,15121.35,936.5,378.4,2026-05
Vista Heights,B41,Nov-23,581.2,11.0,6393.2,936.5,-355.3,2023-11
Vista Heights,B41,Nov-24,665.8,11.5,7656.7,936.5,-270.7,2024-11
Vista Heights,B41,Nov-25,587.2,11.5,6752.8,936.5,-349.3,2025-11
Vista Heights,B41,Oct-23,1051.5,11.0,11566.5,936.5,115.0,2023-10
Vista Heights,B41,Oct-24,1224.2,11.5,14078.3,936.5,287.7,2024-10
Vista Heights,B41,Oct-25,777.0,11.5,8935.5,936.5,-159.5,2025-10
Vista Heights,B41,Sep-23,997.1,11.0,10968.1,936.5,60.6,2023-09
Vista Heights,B41,Sep-24,1335.7,11.5,15360.55,936.5,399.2,2024-09
Vista Heights,B41,Sep-25,919.2,11.5,10570.8,936.5,-17.3,2025-09
Vista Heights,B42,Apr-23,708.0,11.5,8142.0,832.9,-124.9,2023-04
Vista Heights,B42,Apr-24,843.7,11.0,9280.7,832.9,10.8,2024-04
Vista Heights,B42,Apr-25,1223.2,11.5,14066.8,832.9,390.3,2025-04
Vista Heights,B42,Apr-26,1045.7,11.5,12025.55,832.9,212.8,2026-04
Vista Heights,B42,Aug-23,727.9,11.0,8006.9,832.9,-105.0,2023-08
Vista Heights,B42,Aug-24,961.0,11.5,11051.5,832.9,128.1,2024-08
